case_id,primary_subject,complaint_narrative,scam_type,website,screenshot_detail_url,screenshot_actual_url,screenshot_local
376,Entity Impersonating Trust Wallet,"A California resident reported that they received an email purporting to be from a company they use to hold a crypto asset wallet that read “Your wallet will be suspended, and your assets will be frozen.” It went on to say that as a regulated financial company, in order to comply with KYC (“Know Your Customers”) rules they were required to verify all wallets on their platform.  The email provided a link that read “Verify your wallet.” The California resident reports that the email was sent by an imposter posing as the real wallet company. The DFPI cautions consumers about scammers who impersonate a legitimate business  to gain access to a user's systems and personal information for financial gain.","Identity Theft

Imposter Scam",https://url6652.creators.gumroad.com,,,
377,"Bityard
bityardpro.com","A California resident complaint about the websites https://www.bityardpro.com and www. bityardit.com which they used as a platform to trade crypto assets. After believing they had profited from successful trades through the website, the victim attempted to withdrawal their assets, which they thought was approximately  $700,000. The victim then heard from the website that they needed to pay taxes first which amounted to 30% of the profits, or approximately $162,822. The website informed the victim that it would not allow the withdrawal until they paid. The company also stated that they are collecting taxes for the IRS, which is not true. The victim was unable to recover their assets and the website is no longer operational.","Fraudulent Trading Platform

Advance Fee Scam","https:/www.bityardpro.com
www.bityardit.com",,,
378,"Moodysfx Global Limited
Moodyfx.com","A California victim met a lady by the name of Lucy Barney aka Lucy Lee on LinkedIn who gained the victims’ trust by stating she wanted to start a non-profit to help autistic children. The victim believed ""Lucy” who said they could make money by trading in crypto assets. Lucy helped the victim set up an account on moodyfx.com account and showed them how to wire money to an exchange to purchase crypto assets and then transfer them to the Moodysfx account, which offered a deposit bonus. The victim deposited $10,000 and believed they made $800.00 on the first trade. After that, the victim deposited $315,000. Lucy told the victim she would need another $685,000 to make the account worth $1million because that would result in another bonus. At some point, the victim believed their trading profits were close to $400,000.  But when the victim tried to make a withdrawal, the website denied the victim's request to withdraw funds, indicating that the account might be involved in money laundering. 

The victim was asked to put $200,000 into the account as security. Lucy told the victim that if they put in $150,000 from their retirement account, Lucy would contribute the remaining $50,000. When the victim tried withdrawing money again, this time the website said they needed to pay $144,000 in taxes. So, the victim deposited another $144,000 and was told that a withdrawal could be made but would take 30 to 45 working days. All told, the victim deposited $740,000 into the Moodysfx account. There website show there is currently more than $23 million in the account, but now the victim isn’t sure it’s real. The website is currently not in operation and has been taken down.","Pig Butchering Scam

Fraudulent Trading Platform",moodyfx.com,,,
379,us.gocoinoptions.com,"A California victim was contacted by “Jan Thomson & Brewee Lindasay” through Telegram chat about a cryptocurrency investment. Jan and Brewee promised the victim that a $50,000 investment would earn profits of $100,000 to $200,000. The victim was instructed to purchase crypt assets and send them to website us.gocoinoptions.com. 
Jan and Brewee provided screenshots showing the victim had indeed made profits, but when they tried to withdraw the money, they were told pay 17% taxes on the profit, plus 5% commissions to Jan and Brewee. The victim has lost all contact with the website, and Jan and Brewee are no longer responding. The website has been taken down.","Fraudulent Trading Platform

Advance Fee Scam",https://us.gocoinoptions.com,,,
380,BitFunds,"A Californian victim downloaded the BitFunds app on his phone via the Google Play Store. BitFunds purportedly allowed users to invest in what it advertised as “cloud mining”. Investors were promised a share of miners' profits or mined bitcoin. BitFunds also claimed that the more money you invested, the faster you would accumulate a portion of the mined bitcoin. The victim, having paid $200, never received the promised services and did not get any of his money back. Subsequently, the app's name was changed, and it failed to respond to the victim's inquiries. “Bitfunds” appears to have been running a scam through its app.","Liquidity Mining Scam

Asset Recovery Scam",,,,
381,"Julysil
julysil-support.com
julysil-bit.com
julysil-coin.com
julysil-pro.com
julysilcoin.com
julysilpro.com
juzhiju.com","A California victim signed up for what she believed to be a cryptocurrency exchange platform called Julysil at http://justtice.com/. She registered on the platform through an individual on twitter named ‘Annie.’ The victim attempted to withdraw $36,000 from her account, which she believed held $136,000. However, she was unable to complete the withdrawal, receiving an email stating that it failed due to an incorrect withdrawal address and that the withdrawal funds have been returned to her account. Two days later, the exchange website went offline. Subsequently, the victim received an email from support@julysil-support.com claiming her account was under review by the World Anti-Money Laundering Center and that if she paid $8,000 she would get “priority” review. The victim did not get any of her money back. Julysil appears to have been a scam platform.","Fraudulent Trading Platform

Asset Recovery Scam","https://justtice.com/
julysil-support.com
julysil-bit.com
julysil-coin.com
julysil-pro.com
julysilcoin.com
julysilpro.com
juzhiju.com",,,
382,"MT7 Coin
mt7coin.com","A California victim believed he was trading on the cryptocurrency exchange platform, https://www.mt7coin.com/. The victim had initially invested approximately $700 in the exchange and believed his account had grown to over $10,000. Hoping to cash out his earnings, he tried to make a withdrawal. Instead, he was contacted by an individual named “Dora” who insisted that although the exchange owes him $9,500, he would need to pay $500 as a prerequisite to receiving his funds. The website is no longer operational and the victim did not get any of his money back.","Fraudulent Trading Platform

Asset Recovery Scam",http://mt7coin.com/,,,
383,Pinance.io,"A California victim sent bitcoin that he owned to cryptocurrency platform pinance.io. He decided to move his bitcoin, worth around $21,000 at the time, to pinance.io based on the favorable online reviews he read. Unfortunately, the site was a scam and ultimately shutdown in October 5, 2021. The victim has not recovered any of his bitcoin. It appears that at least 36 other people were victims of this scam.",Fraudulent Trading Platform,https://pinance.io/,,,
384,Entity Impersonating crypto platform Radiant Capital,"A California resident clicked on a website that appeared as a sponsored ad on Google. The website address is shown as appradiantcapital.com or appradiant-capital.org. Once the California resident opened the website, someone attempted to open her wallet extensions and connect to different chains, and also repeatedly requested access to her assets in other accounts. The victim was able to freeze her accounts before losing any funds. The web address resembles that of Radiant Capital but does not belong to Radiant Capital at https://radiant.capital/.DFPI warns consumers and investors to beware of companies or websites pretending to be someone or something else.","Hacking

Imposter Scam","https://appradiantcapital.com/ 
https://www.google.com/aclk?sa=l&ai=DChcSEwjX3KbR-vH9AhUILa0GHUAmB9YYABAAGgJwdg&sig=AOD64_3VG8JOtxYHxxUcNG1lhcoQPu1MwA&q&adurl&ved=2ahUKEwil6pzR-vH9AhXsDkQIHbCKAcUQ0Qx6BAgJEAE.",,,
385,"Dahua Top VIP
Dahuag VIP","A California victim believed he was depositing funds in a cryptocurrency exchange on website dahuatop.com. This cryptocurrency exchange has also appeared on uobvip.com and dahuagvip.com. The victim joined the exchange through a representative named ‘Nina.’ After depositing his funds, he attempted to make a withdrawal, but received an email from customerservice.dahua@gmail.com stating that his withdrawal had been interrupted because his digital currency exceeds the taxable limit. In the same message he was instructed to pay 20% of the “total profit of the financial platform” or 6382.65 USDT to receive his withdrawal. The victim has not recovered any of his money and the website is no longer operational.","Fraudulent Trading Platform

Asset Recovery Scam","https://www.uobvip.com/#/home
www.dahuatop.com 
http://www.dahuagvip.com/
chonghingvip.com",,,
386,"Bitcoin Vest Cloud
bitcoinvestcloud.com
Cryptovestcloud","A California victim filed a complaint with DFPI about the crypto asset exchange, bitcoinvestcloud.com. The victim was contacted by a customer service representative named “Mindy” through WhatsApp and was directed to invest funds in the exchange. He used crypto.com to send funds to a “Trust Wallet.” When he made attempts to withdraw his funds, he was requested to pay additional fees as prerequisites to the withdrawals.","Fraudulent Trading Platform

Pig Butchering Scam","https://bitcoinvestcloud.com/
https://bitcoinvestcloud.com/c_login/user/dashboard.php",,,
387,"Unix FX Trades
unifxtrades.live","A California widowed mother of four children, reports she fell victim to a crypto investment scam after she befriended “Victoria Ruth” on Facebook who claimed to be a “Senior Expert Trading manager” at “CryptoCurrency forex trade/bitcoin mining.”. “Victoria” offered to teach the victim how to invest in crypto. Following “Victoria’s” instructions, the victim made a modest $200 initial investment by purchasing bitcoin and transferring it into a Unix FX Trades account for “Victoria.” Her investment appeared to earn incredible interest, and the victim continued to invest under “Victoria’s” guidance. In return for her investment assistance, “Victoria” told the victim she would charge a 20% commission fee for every “cycle” she was invested. The victim was told that the commission could not be paid out of the victim’s investment account (which at one point appeared to have a balance in excess of $4M); instead, the victim needed to send “Victoria” more bitcoin to have the funds released for withdrawal. Despite the victim sending over $10,000, the account was never released, and “Victoria” continued to demand payment for various additional fees.","Pig Butchering Scam

Fraudulent Trading Platform

Bitcoin Mining Scam",https://unixfxtrades.live/,,,
388,"Crystal Linkz FX 
Crystal Linkz FX Link Zen
crystallinkzen.com","A Californian reports he fell victim to a crypto scam after a friend urged him to invest money in a Bitcoin mining company, “Crystal Linkz FX.” Less than two hours after making his initial investment of $950, the victim’s account balance appeared to quintuple, showing a $5,000 profit. When he attempted to invest further funds, the victim was told that he would need to upgrade his account, for $2,000. Victim paid the “upgrade” fee, and received confirmation of the upgrade via email, but then was told he now needed to pay another $2,700 for a “Trading and Mining Validation Pin.” Two weeks after the “Validation Pin” issue was resolved, the Victim was told he needed $3,750 for a “Broker Permit” and a “Withdrawal Permit.” Since his crypto account supposedly held $24,500 in profit at the time, Victim paid the amount and was assured he would be able to withdraw from that account without any further fees. However, when he again tried to initiate a withdrawal, he was redirected to a customer service agent who tried to assess another $3,250 upgrade fee before he could complete the withdrawal. When the victim declined to pay the fee, the company harassed him for months, until he demanded that they close his account and return his total deposit amount. To date, the victim has not received any money back and the website has been taken down.","Fraudulent Trading Platform

Bitcoin Mining Scam",https://crystallinkzen.com/,,,
389,"Coinrus.com
(Entity impersonating Korean Crypto Exchange Coinone.co.kr)","At least three Californians and one non-Californian report they lost money to scammers utilizing the website http://coinrus.com/.

The first Californian victim met “Samanta” when she “accidentally” sent a text message to the wrong number: his. Over the course of several weeks, the victim and “Samanta” became friendly, and their conversations moved from text messages to the Telegram application. Eventually “Samanta” offered the victim an opportunity to invest in crypto, insisting he could make a lot of money. “Samanta” helped the victim open a crypto.com account. After he had invested over $1,500, she then showed him how to transfer those funds from crypto.com to Coinrus.com, and then how to trade gold on the platform. After an initial unlucky loss of the victim’s investment, “Samanta” promised to deposit $10,000 in his account if he invested additional funds, because she was sure he would make good money. He agreed and his account balance appeared to grow. When he attempted to withdraw the funds, Coinrus.com made excuses and invented fees that would prevent the withdrawal. First, they required him to pay a 20% “tax” on his profits. Next, he needed to provide a copy of his government ID card and post a $10,000 (purportedly “refundable”) payment in order to verify his identity, after which they accused him of “insider trading” and said he needed to stake 50% of his $75,000 deposit, which would be returned if he was cleared of all charges. No money has been returned to him.

(continued on next row)","Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam","http://coinrus.com/
https://www.coinrus.com",,,
390,"Coinrus.com
(Entity impersonating Korean Crypto Exchange Coinone.co.kr)","(continued from previous row)

The second victim from California met a man online who offered to teach the victim how to trade in crypto options. After the victim created a crypto wallet and deposited money in Coinrus.com, the scammer had the victim convert his entire balance and trade only using the USDT stablecoin currency. The scammer manipulated trade results to make it look like the victim was making good profits with each trade. The scammer aggressively pressured the victim to add additional funds, and even agreed to transfer $70,000 USDT to the victim’s account after the victim nearly lost everything in a bad trade. The only condition was that the victim would need to invest an additional $20,000, which he did. When the scammer didn’t show up to a planned in-person meeting, the victim got suspicious and tried to withdraw his money, but his request was delayed by Coinrus.com. Later the victim was told that his account was “at risk” and he needed to pay $70,000 to resolve the issue. He declined to pay, and days later, his account history had been erased from the servers. He lost approximately $70,000.

A third Californian was introduced to Coinrus.com by someone he knew as “Yan Xiaoyu.” She and the victim had been trading in crypto for several months with excellent results. Once “Yan Xiaoyu,” who also uses the handle “@Anna255h” on social media, had gained the victim’s trust, she persuaded him to deposit more than $200K on the platform for their trades. The first few months went well, and the victim’s balance reflected a profit of more than $500K. He had successfully made two withdrawals totaling $30K from his account, but when he tried to make a third withdrawal, the website said he needed to pay $132K in taxes before he could get the money. The victim refused to pay the fees and has since lost all access to his account and he cannot reach customer service for the website. He did receive an email stating that they had taken control of his account and were donating his entire $731K balance to charity. All told, this victim invested and lost more than $200K.

A fourth victim met and befriended “Anna” online. After a couple of weeks, “Anna” introduced the victim to cryptocurrency trading, suggesting it would be an easy way for them to make money for their planned future together. At “Anna’s” urging, the victim transferred his $46,000 life savings to the account she told him to open and invested it. The victim’s account balance appeared to grow to more than $150,000 in less than a month, so he attempted to transfer it back to crypto, taking screenshots of the transaction. When he followed up on the transfer, he was told that he entered the deposit address incorrectly, and the website demanded 20% of the transferring funds as a fee for dealing with his mistake. The victim declined to pay the fees.","Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam","http://coinrus.com/
https://www.coinrus.com",,,
391,"CME Coin VIP
cmecoinvip.com
fileserverj.com","A Californian claims to have lost more than $9,200 to scammers after responding to a text message from stranger named “Lilly” who then struck up a conversation. The conversation deepened and Lilly asked that they communicate on WhatsApp and then on the Telegram instant messaging platform, where she used the handle “@Lily666666.” Eventually, “Lilly” convinced the victim she was romantically interested, and also began to discuss investing in crypto assets.  Lilly steered the victim to the website www.cmecoinvip.com and showed him how to transfer $9,4000 into stablecoin, which they would then transfer to website to trade “gold futures”, and later showed him that the trades had generated more than $3,000 in profit very quickly. 

The victim was able to complete two small withdrawal transactions from www.cmecoinvip.com, recouping a total of $150 of the money he invested at “Lilly’s” direction. After that, Lilly asked the victim to invest even more money, but he declined. All further attempts to withdraw his money were unsuccessful.

The victim contacted “Lilly” via the “@Lilly666666” username on Telegram, urging her to return his money but she only insulted him. The victim then sent an email to the domain registrar, and reports that the website www.cmecoinvip.com and another affiliated domain were both suspended.","Pig Butchering Scam

Fraudulent Trading Platform

Romance Scam","http://cmecoinvip.com/
http://fileserverj.com/",,,
392,"Bitglobal
Bit Global Options
bitglobaloptn.com
bitglobaloptions.com","A Californian reports that he was contacted via direct message on Instagram by a stranger calling himself “Donald Henry,” who claimed to be a crypto investor. While the victim was initially wary of investing with someone he did not know, “Donald” spent months convincing the victim that he could mirror “Donald’s” trading success using the same AI software “Donald” did.

The victim claims that he had an agreement with “Donald Henry” that the victim would withdraw his money on a date-certain, after his money had been invested and trading for three weeks. With that understanding, the victim deposited $1,000 into an account on the website Bitglobal Options and watched the account earn a purported $28,000 profit. On the scheduled withdrawal date, the victim submitted a request for the funds as previously agreed but was denied access until he paid a “2961 IRS tax.” The victim contacted “Donald Henry,” who told him that the account balance would be turned over as soon as the victim paid the “tax.” The victim refused, and no money has been returned. The websites involved are no longer operational.","Pig Butchering Scam

Fraudulent Trading Platform","http://bitglobaloptions.com/
https://bitglobaloptn.com/",,,
393,"http://www.kubhc.vip 
https://www.kubkhy.vip/download
(Entity Impersonating exchange Kuna.io)","A Californian reported losing more than $45,000 after responding to a text message from “Angela,” who implied she had found his phone number in her old phone and decided to reach out to him. Angela then asked that they continue their conversation on Telegram, where she told the victim she was originally from Belarus but now ran her own Fashion Design company in San Francisco. She told the victim about her financial success and how well she had done with cryptocurrency. 

“Angela” offered to teach the victim about trading in cryptocurrency, specifically with the USDT stablecoin, and told him about her uncle, who was purportedly a successful Contract Trader. As described to the victim by “Angela,” Contract Trading involved a complex analysis to maximize the return on investments ranging from $5,000 to $500,000, over short trading intervals lasting between 30 seconds and 5 minutes. “Angela” demonstrated the process by showing the victim that she had invested 50,000 of the stable coins for 30 seconds, appearing to earn approximately $10,000 profit. She insisted that the victim was lucky to have the opportunity to learn from her uncle’s system and convinced the victim to download a trading app called “Kuba” from the site www.kubhe.vip and install it on his smartphone. Shortly after he installed the app, he was directed to install an updated version from the website www.kubhy.vip/download. 

“Angela” continued to identify the trading opportunities for the victim to participate in and convinced him that if they increased the amount of his investment, his profits would be even larger. As a result, the victim transferred over $49,000 to the trading app. When the victim attempted to cash out his profits, Kuna employees declined the transfer and would not release the funds until the victim paid an unspecified “tax” within 7 days. The victim refused and contacted his bank, who advised him to consider those funds irretrievably lost, because he would likely never see that money again. This is not to be confused with the cryptocurrency exchange Kuna.io that uses the website https://kuna.io/. The websites involved are no longer operational.","Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam","http://www.kubhc.vip 
https://www.kubkhy.vip/download",,,
394,"Entity Impersonating Singapore Exchange, Coinhako
(coinhakoxds.com)","A California resident reports that he lost more than $750,000 after striking up a relationship with a scammer calling herself “Jenny Wang.” The two communicated primarily over the instant messaging app Line Chat, and “Jenny” convinced the victim that he could make a lot of money trading cryptocurrency. 
After “Jenny” walked him through the process of registering for the trading platform and setting up his wallets, the victim made a couple of small “proof of concept” trades totaling several thousand dollars. Although skeptical, he felt more confident after he was able to withdraw $2,000 without any issues. After that, “Jenny” urged the victim to increase his investment for better profit. Investing another $200,000, the victim soon saw his account balance rise to $450,000.

After agreeing to form an investment “partnership” with the victim, “Jenny” appeared to invest $550,000 of “her own” money into the victim’s account, bringing the reported balance of that account to $1M. After more trading sessions, the balance increased to $4.7M, at which point the victim wanted to withdraw the proceeds.
Upon submitting a withdrawal request, the victim was notified by the trading site that his account was locked, and they would only release the funds if the victim deposited an amount equal to 10% of the balance of his account within 15 days. The victim made the deposit, and waited for his money to be released, but the trading site then told him that his account was locked again, unless the victim deposited an additional $400,000. The trading site then offered to put half of the money to unlock the account, if the victim paid the remaining $200,000.
 
Once all of these unexpected fees had been paid, the victim attempted to withdraw $150,000.  He has repeatedly attempted to withdraw his money but has not been able to recover any funds. This is not to be confused with the cryptocurrency exchange Coinhako that uses the website https://www.coinhako.com/. The website involved are no longer operational.","Pig Butchering Scam

Fraudulent Trading Platform

Imposter Scam",coinhakoxds.com,,,
395,"Hong Kong Selead Group Limited
hkselead.com
Copper Crypto
(Entity Impersonating Copper Technologies)","A California victim received a friend request on Facebook from “Helen” (aka Zhong Leying) who eventually persuaded him to invest in crypto assets. She sent him a link to the trading platform “Hong Kong Selead Group Limited” where he registered for a foreign exchange trading account. The victim made multiple wire transfers to the site, sending approximately $2.9 million. With the assistance of “Sally” at Hong Kong Selead Customer Service, he thought he was making profitable trades, and eventually believed his account was worth more that $15 million. At some point, Sally helped him transfer his crypto assets to an entity called “Copper Crypto,” which he believed was a legitimate entity, and he communicated with their Customer Specialist “Nicole” on WhatsApp. But when he tried to withdraw his money, Nicole told him he need to pay 20% in tax on his profit, or more than $1.5 million. Nicole told him that according to the regulations of the “Money Authority” the taxes needed to be paid from an external wallet and could not be deducted from his account. The victim then called the FBI and is working with them. He has not been able to get any of his money back. Both UK and Hong Kong authorities have posted warnings about Hong Kong Selead Group. “Copper Crypto” appears to have impersonated another company, even using their logo.","Pig Butchering Scam

Imposter Scam","hkselead.com
https://hkselead.com/en/
http://coppercrypto.info/",,,
396,"File Coins Foundation
File-coinfo.com","A California victim got a notification on the Viber App about “fast profits in Bitcoin investments.” Intrigued, the victim followed a link to “Filecoins Foundation.” There, he was connected with “Adeline” who convinced him she could teach him how to trade Bitcoin. Over time he sent $58,130.15 to the site. Following Adeline’s instructions, he believed he was trading Bitcoin every day and the website showed his account had grown to $1.5 million. But when he tried to withdraw his money, he was told he needed to a “profit tax” of approximately $26,000.00. He told them to just withdraw that from his profits but was told he had to pay the tax before they would transfer the money. The victim at that point knew he had been scammed. He borrowed money from friends to invest, and realizes all the profits are fake, but still hopes he can get the money he invested back as this has greatly affected his whole family.",Fraudulent Trading Platform,"http://www.file-coinfo.com/
https://www.file-coinfo.com",,,
397,"Win Coining
wincoining.com","Two Californians separately complain about the crypto asset exchange, wincoinin.com. The first victim met “Lucy Cheong” via LinkedIn and they began having conversations over the phone. After a while, Lucy suggested that they invest together in crypto assets. Lucy showed the victim how to create an account on “crypto.com” and told them to transfer money from their bank into a “Trust Wallet” and then deposit their crypto assets into an account wincoing.com. Lucy told the victim to wait for her signal on when to trade. Lucy told the victim to enter the amount of crypto assets they wanted to trade on the website, pick a % profit they wanted to make, enter a time of 15- 30 seconds, and then hit the “Buy Long” button. Lucy would then direct the victim to hit the “Confirm Order” button. On the very first trade, the website showed they had made a profit. The victim wanted to stop there, but Lucy insisted they trade again and put in even more money. After the third trade the victim wanted to withdraw, and Lucy showed them how to withdraw through the website and said it would take about 10 minutes. After about 30 minutes of the website showing the withdrawal was “in process”, the victim tried to use the website’s online chat service. After waiting 20 minutes, they got a response saying the funds were in process, but they would need to pay a 12% service fee to access their funds, otherwise the website would freeze the funds and charge a .05% daily late fee. The victim now realizes this is a scam. They lost $290,000 which was their life savings. The second victim provided screenshots from wincoining.com showing he invested $184,000.00 and that he had made $47,000.00 in profits from trading but is unable to withdraw his funds.","Pig Butchering Scam

Fraudulent Trading Platform

High Yield Investment Program

Signal Selling Scam","https://wincoining.com/#/
https://doexurd.com/#/home
https://pbexurd.com/#/home",,,
398,"defi.wallet-usdt-eth.com
defi.wallet-usdt-erc20.com","A California victim met “Jenny” on the dating app Hinge who introduced him to a crypto mining operation she was participating in. She seemed very knowledgeable in finance and the victim trusted her to help set up an account with a defi protocol on the website: defi.wallet-usdt-eth-erc20.com. He initially put in $1,000.00 to test the system, and since it appeared to be working, he put in an additional $21,000.00. He though he got great results with the website showing mining rewards accruing in his account which were then deposited directly into his wallet on MetaMask. The wallet showed his initial investment funds as always available, and each day he got mining rewards (about 2%) that could be extracted and put into a wallet linked to a so-called “mining pool”. He chatted daily with Jenny about life and crypto. Then the website advertised a reward scheme that offered 12.5 Ethereum coins for every $100,000.00 invested into the platform. Jenny pressured him quite intensely for almost a month to invest so they could get the reward, but he couldn’t come up with the funds. At some point, he liquidated his IRA and put all the rest of his available money into the website account. His total investment at that time was about $37,000.00, and he believed he had earned rewards of $60,000.00. Then he got a message from the website offering a chance to double his rewards in 7 days. He sent the funds to another crypto address outside and was shown that his account had grown to $80,000.00. He wanted to withdraw his funds then, but when he tried, the website demanded he pay taxes of $12,700.00, so he did. Then, he was told he needed to invest an additional 50% of the total asset amount, (another $40,000.00) so that he could take out the $80,000.00 he believed he was in his wallet. He couldn’t pay, so the website agreed to a lower amount, $10,000.00. Immediately after he sent the money, all his money disappeared, and he can no longer communicate with the website. Jenny stopped communicating with him, too. He lost about $58,000.00.","Pig Butchering Scam

Fraudulent Trading Platform

Liquidity Mining Scam","http://defi.wallet-usdt-eth.com/
http://defi.wallet-usdt-eth-erc20.com/",,,
399,"USDCDE.site
Entity Impersonating U.S. Department of Cyber Security Official Service for Control and Compensation Payments","A California victim received an email with an official-looking government logo claiming to be from the “U.S. Department of Cyber Security” and that it was the “Official Service for Control and Compensation Payments.” The email claimed that the victim was owed compensation for a cybersecurity breach at Bitcoin. The email had a “Personal notification” number and a link to “Open the official website of the Department.” When the victim clicked the link, he was told to send a “transfer fee” and then the compensation would be transferred  to his account. Once the victim sent the fee from his Cash App account, the scammers somehow took all his Bitcoin out of the account, which was his life savings.",Imposter Scam,http://usdcde.site/,,,
400,"The Big Mars
thebigmars.com","A California resident was on Twitter when a pop-up ad appeared stating “Welcome to 5000BTC GiveAway!” He clicked the link and was taken to “thebigmars.com” website where took a quiz and passed. He then got a message that read “To participate, send the amount you want multiplied (from 0.02BTC to 1 BTC) to the address below and, once we have received your transaction, we will immediately send the multiplied amount back (from 0.10BTC to 10BTC) to your address!”","Fraudulent Trading Platform

Crypto Giveaway/Airdrop Scam

Advance Fee Scam",http://thebigmars.com/,,,
401,"bybpoz.com
imxofz.vip","A California victim met “Luna” through social media and they communicated through Telegram and WhatsApp. Luna claimed to live in Manhattan, New York, and own a clothing company. After becoming friendly, one day Luna asked the victim to install an app for trading crypto assets. Luna told the victim you could select the amount you wanted to invest on the app, select whether you thought the crypto asset was going to go up or down and promised returns of 30% to 60%. Luna showed the victim how to use it and said the victim had made a profitable trade. Luna then encouraged the victim to add more money showing her how to wire transfer money to crypto.com, purchased purchase crypto assets, and  move them to the exchange app. At some point, the victim tried to withdraw the funds from the exchange app, she was told that her account was blocked, and the app demanded she pay an additional $30,000.00 to have the account unblocked. She cannot recover her money now.","Pig Butchering Scam

Fraudulent Trading Platform","https://www.bybpoz.com/download
http://bybpoz.com/
http://imxofz.vip/download",,,
402,"Aspro ex
asproex.com","A California victim met “Annette” online who convinced him to invest in crypto assets, promising high returns. He started sending smaller denominations to the trading platform Annette directed him to and was convinced he had made money. He then put in more money, first $10,000, then $20,000 and each time the platform showed he was making a very high rate of return. Then Annette suggested they could make a lot of money on “transaction nodes.” She then told him they would be guaranteed profits if he “locked in” his money for 21 days. He waited but did not receive any money. Now he can no longer access the website for Asproex.","Pig Butchering Scam

Fraudulent Trading Platform

Advance Fee Scam
 
High Yield Investment Program",http://asproex.com/,,,
403,"88 Trading LLC 
(Impersonating DBS Banking app)","A California victim met someone on an online dating app. At some point, the scammer instructed the victim to send crypto assets to what the victim believed was a legitimate banking app based in Singapore. But the scammer provided fake instructions so that the victim’s money went into the crypto asset wallet belonging to the scammer instead. The victim deposited Ethereum (ETH) into the scammer’s account on three separate occasions, eventually losing thousands of dollars. The victim hired a law firm specializing in crypto assets and was able to locate the scammer’s wallet through blockchain forensic analysis but has not been able to retrieve her funds.","Pig Butchering Scam

Romance Scam

Imposter Scam",,,,
404,"Energise Trade
energisetrade.com","A California victim reports that “Bill” reached out to her via Instagram where they communicated for about 2 weeks before Bill asked to move the conversation to WhatsApp. Bill then mentioned trading in crypto assets and asked if she was interested. The victim agreed and Bill sent her the links and instructed her on how to create accounts on and the platform Energise Trade. With Bill’s help, the victim started trading Etheruem (ETH) on Energise Trade platform. Eventually, the victim had made dozens of transactions, and was ready to withdraw her funds. At that point, she was told by Energise Trade customer service that she had to pay taxes first. Then she was told that because she had used another ID number (i.e., Bill’s Energise account) she would pay taxes again, this time from her own account. After that, she was told to deposit more money to increase her credit score so that she could withdraw a larger amount of funds. At this point, the victim realized it was a scam. The victim reports losing about $203,900 to the scam.","Pig Butchering Scam

Fraudulent Trading Platform",https://www.energisetrade.com/,,,
405,Lisa Harris,"A victim reported they met “Lisa Harris”, who had a presence on multiple online platforms (i.e., Telegram ID@LisaHarrisup, https://t.me/lisareviews, and Telegram channel name Lisa Trader.) Lisa enticed the victim with an investment opportunity that promised good returns in 24 hours. Victim sent $100 worth of crypto assets through kucoin exchange, but never got back any principal or profit.",Advance Fee Scam,https://t.me/lisareviews,,,
406,LIQULDOHN.COM,"Two California victims fell victim to the same fraudulent crypto asset scam after scammers directed them to the website “liquldohn.com/h5.” The first victim met Fergus Lee through LinkedIn, and they then communicated through the online app Line. Fergus showed the victim how to set up an account on Crypto.com and gave him the link to “liquldohn.com/h5.” The victim started with $1,000 and got back $607 on his first trade. Fergus then convinced the victim to withdraw from his 401(k) retirement account, and transfer to Liquldohn. The victim sent almost $50,000 in three separate transactions. At some point, the victim believed he had made a profit of more than $200,000. But when he tried to withdraw the funds, Liquldohn’s “customer service” told the victim his account would be frozen and he would have to deposit $18,000 to” unfreeze” it. The victim has not been able to recover funds. The second victim, an elderly man with diminished mental capacity, was reported by a financial advisory firm.  The firm reported that their customer was contacted through Linkedin, by someone presenting herself as a computer science major at UC Berkeley, which happened to be the victim’s college alma mater. The scammer convinced the victim to withdraw money from his account at the financial advisory firm and transfer it to Liquldohn.com. The victim transferred $880,000 from a bank account. Later, the victim also attempted to withdraw $220,000 from his trust account and $40,000 from his IRA account, but the financial advisory firm denied this request and reported the fraud to DFPI.","Pig Butchering Scam

Fraudulent Trading Platform","https://liquldohn.com/#/home
https://liquldohn.com/h5",,,
407,"Bitcoin Bonus
pro-btmining.site
MineSlot.site
RedParNet.site","Two Californians fell victim to a scam run through the app “Bitcoin Bonus.” The first victim received an e-mail stating that she had signed up for a free Bitcoin mining site. The victim watched the account grow for about a year, and believed at one point, she had $32,000 waiting to be claimed. Then the victim received a message saying she had 24 hours to claim the money, or the account would be deleted. The victim attempted to follow the steps on the site to release the funds, but it asked her to provide a wallet address or cash card number and said there would be a $64.00 upfront fee to withdraw. The victim reported communicating through the online chat function of the app, with an account manager named “Amelia”. The second victim provided screenshots from his phone that showed him communicating though online chat. One shot showed the victim had BTC waiting for him in his account. Another screen shot showed his “payout” was $36,391.48 and that he needed to withdraw the money within 24 hours. It also instructed him to use an “express account” so as not to pay Federal Income Tax, which it claimed would be 15% of the profit. When the victim tried to withdraw, he was told his payout would be broken into two installments, and he would have to pay commissions. The screenshot also showed communications from what appeared to be other customers encouraging the victim to pay the commissions, explaining that after they did, they got their money released. But the second victim, despite paying commissions, did not receive any money.","Bitcoin Mining Scam

Advance Fee Scam","http://mineslots.site/
https://redparnet.site/
pro-btmining.site",,,
